DNI del Paciente,Nombre del paciente,Apellido del paciente,Codigo ICD10,Monto base,Complejidad,ID_Algoritmo
25672506,Carlos,Alvarez,I13.2,53155.9,A,3
37921794,Pedro,Garcia,M53.0,23515.82,R,1
44017628,Florencia,Lopez,E78.1,28765.87,A,3
31130554,Nicolas,Silva,E65.7,74835.03,A,1
29676834,Jose,Suarez,F30.4,81983.29,R,1
18544045,Jose,Martinez,E10.6,52010.67,A,3
38871001,Lucas,Suarez,B20.4,51666.14,A,12
25957611,Jorge,Acosta,C05.4,23271.41,R,1
32602269,Jorge,Diaz,C33.2,85464.78,R,1
43563225,Camila,Sosa,B80.4,18971.43,A,3
28656130,Carlos,Silva,E67.7,93361.9,A,3
24845856,Sofia,Diaz,S04.9,73669.92,A,3
43821767,Pedro,Ruiz,M51.6,19338.42,A,9
36908686,Diego,Garcia,E68.6,48090.16,A,9
52298227,Matias,Lopez,A34.2,58972.59,R,13
14916662,Martin,Mendez,C25.4,16335.08,R,11
39533011,Florencia,Alvarez,S28.2,56447.94,A,1
35874627,Lucas,Sosa,M79.3,74868.34,A,2
12494845,Florencia,Torres,M15.5,27769.86,R,10
41467740,Sofia,Acosta,F34.8,65622.77,A,2
15020630,Valentina,Martinez,F40.2,56999.57,R,13
39137023,Laura,Perez,J09.0,72209.71,R,3
12261784,Maria,Gonzalez,E13.1,75931.32,R,1
54299095,Valentina,Fernandez,M15.0,61232.01,A,1
12556956,Lucas,Rodriguez,C21.5,56202.27,A,3
32865310,Florencia,Fernandez,E65.9,22804.12,A,1
12068143,Jose,Rodriguez,E78.4,16589.65,A,1
26676913,Florencia,Martinez,I64.5,33833.21,R,1
12206077,Diego,Gonzalez,S02.6,31830.21,A,13
25383933,Valentina,Perez,A07.7,87439.03,A,3
49933589,Luis,Diaz,I25.6,13116.85,A,2
46165826,Valeria,Silva,J40.3,55268.39,R,2
42977488,Maria,Torres,J40.1,64750.37,A,1
50739052,Maria,Lopez,J13.6,48486.97,A,3
39755572,Laura,Rojas,A35.4,46755.98,R,6
54619791,Matias,Rodriguez,F33.6,78445.9,A,5
21804547,Florencia,Fernandez,C50.2,23119.48,R,5
39035513,Ana,Fernandez,M79.4,88285.04,A,10
13128152,Luis,Ruiz,M79.3,76659.04,A,9
16883476,Martin,Rojas,J14.3,38079.77,A,2
29934855,Ana,Silva,F35.9,87252.92,R,5
13455205,Julieta,Perez,E78.4,64106.28,A,12
29536430,Lucia,Gonzalez,A22.1,13753.03,R,3
33481850,Laura,Ruiz,A34.2,49588.07,R,4
37269717,Florencia,Lopez,E67.2,48824.62,R,12
19234325,Jorge,Diaz,B15.4,11234.97,R,3
50976394,Carlos,Garcia,A01.0,31496.88,R,9
54330048,Martin,Perez,S85.0,34394.49,R,13
25887966,Maria,Suarez,I25.0,60838.28,A,1
17124657,Camila,Gomez,B18.9,62134.97,A,10
51795669,Laura,Alvarez,I12.2,16062.49,A,2
17675555,Sofia,Rojas,M50.1,81055.78,R,7
49442970,Camila,Rodriguez,B80.3,19473.03,R,10
54095413,Florencia,Silva,C50.8,75753.79,R,2
37123444,Camila,Diaz,I65.5,65599.25,R,2
16821269,Lucia,Alvarez,C37.5,23160.12,A,4
18801919,Juan,Garcia,C02.9,19002.77,A,3
48502312,Florencia,Gonzalez,B82.3,39335.2,R,6
27910779,Martin,Gomez,S56.4,68950.36,R,3
24356624,Laura,Rojas,J05.2,27348.24,R,13
51982861,Jose,Fernandez,J09.3,66392.99,A,1
51347743,Laura,Rojas,E65.7,97150.14,A,8
17624499,Lucas,Rojas,A22.1,47073.15,R,3
41978706,Laura,Rodriguez,A43.3,79192.47,A,1
41718134,Lucas,Lopez,M53.5,15111.73,A,9
30472000,Lucas,Gonzalez,I22.0,47589.83,R,1
14843061,Jorge,Garcia,F40.4,45055.9,A,3
37225682,Ana,Alvarez,A22.4,34606.26,A,1
17085331,Luis,Perez,F46.3,34069.96,R,3
32020664,Martin,Mendez,J03.5,29464.43,R,4
31979960,Jorge,Torres,M17.2,26113.06,A,1
27833765,Florencia,Fernandez,M51.9,94822.93,A,1
29487783,Jorge,Torres,E13.6,49704.7,R,13
20381687,Julieta,Sosa,C50.0,46861.38,A,1
21847865,Jose,Garcia,C18.3,91710.97,R,10
47161719,Martin,Silva,A31.5,56261.09,A,3
46470622,Ana,Garcia,A22.0,51311.95,A,3
15122867,Julieta,Torres,B17.1,84857.82,R,5
54128545,Juan,Alvarez,J40.0,20270.8,R,1
29555863,Matias,Romero,S11.0,42097.29,A,10
11822994,Lucia,Gonzalez,J04.4,40857.91,A,1
12056297,Diego,Lopez,A07.1,27710.96,A,3
28455862,Valeria,Acosta,I11.6,53212.94,A,2
47985917,Laura,Torres,A09.5,58395.47,A,8
20022698,Lucas,Suarez,J46.0,63284.62,A,6
29171252,Lucas,Gonzalez,I15.8,44772.13,R,6
21178847,Diego,Fernandez,J13.4,24971.76,A,2
10524562,Marta,Perez,A45.6,40485.7,R,2
41239957,Marta,Gimenez,B24.5,37313.52,R,4
21103906,Lucia,Perez,E78.0,85886.83,A,9
31218332,Florencia,Martinez,C32.1,64282.31,A,4
35724623,Jose,Torres,A37.2,34403.32,R,2
17937997,Julieta,Lopez,J45.8,74866.22,R,1
40309858,Diego,Fernandez,S09.0,48974.27,R,3
33859792,Lucas,Rodriguez,J09.9,30762.63,R,1
18919485,Marta,Mendez,B18.0,88159.57,A,2
30559083,Maria,Suarez,F41.6,65987.3,A,1
33818382,Juan,Alvarez,S26.2,52727.54,A,1
25133815,Jorge,Rodriguez,E67.8,47288.1,R,4
43432581,Matias,Acosta,A35.2,36849.06,R,1
25774914,Ana,Silva,E78.2,23013.91,A,1
23571382,Jorge,Diaz,J12.8,57311.34,R,3
48989556,Maria,Suarez,C35.8,73951.35,R,9
34578127,Marta,Lopez,I64.8,55004.45,A,10
23114028,Sofia,Martinez,I68.5,18147.31,A,2
30882119,Sofia,Rojas,J10.6,71876.31,R,1
35972027,Nicolas,Ruiz,A29.5,17844.23,A,11
39600371,Valeria,Romero,J44.0,26722.53,R,2
50964515,Julieta,Gomez,J05.6,60876.84,A,3
47779394,Marta,Sosa,I62.7,51278.31,A,9
46202887,Laura,Ruiz,F31.7,26686.17,R,3
51141256,Martin,Gomez,C38.3,53946.03,A,3
33637217,Matias,Sosa,J11.4,61240.94,R,3
22260893,Carlos,Martinez,M52.2,67517.56,A,2
37259766,Juan,Gimenez,F36.0,13275.88,R,3
30257913,Laura,Alvarez,S20.5,11004.02,A,3
45641418,Julieta,Sosa,C50.2,41199.31,A,3
19315582,Luis,Mendez,J03.0,55512.95,R,3
49973246,Nicolas,Fernandez,E10.5,28736.72,R,2
37862642,Lucia,Fernandez,F42.0,81774.86,A,2
24819123,Pedro,Silva,A02.0,21761.56,R,3
25184317,Jose,Torres,E68.5,45130.92,R,2
13024300,Martin,Gomez,F42.1,83283.18,A,12
13106397,Diego,Ruiz,F34.5,71295.43,R,3
37529907,Sofia,Mendez,A29.0,68994.43,A,3
54365914,Florencia,Ruiz,A28.9,27597.46,A,3
22543012,Valeria,Garcia,C43.0,35465.01,A,3
44648941,Carlos,Diaz,C50.3,69731.57,A,4
35403468,Marta,Lopez,C19.2,92439.14,R,9
11194659,Maria,Martinez,C43.7,35396.46,A,7
37753253,Laura,Sosa,E14.7,86735.82,R,3
46738489,Valeria,Gimenez,A29.6,55113.6,R,2
19732148,Camila,Gomez,I23.8,10510.63,R,1
31292723,Maria,Acosta,M50.4,39773.8,A,1
33647549,Ana,Silva,J12.6,17066.66,R,1
39631501,Maria,Martinez,A33.4,15275.25,A,1
42565563,Nicolas,Lopez,M51.7,50041.93,R,8
52640491,Florencia,Gonzalez,C19.4,19262.81,R,10
13500230,Carlos,Sosa,C43.9,14315.36,R,2
22829341,Martin,Rodriguez,C44.8,39306.47,A,6
39663517,Marta,Fernandez,F38.2,28220.07,R,3
44978228,Sofia,Fernandez,M17.6,97338.68,A,2
38707557,Diego,Gonzalez,A00.3,58926.23,R,3
12885269,Juan,Silva,F39.6,59334.98,R,1
50897238,Lucas,Fernandez,B80.8,51311.19,R,2
36848457,Jose,Fernandez,C18.8,93211.56,A,12
46697192,Camila,Sosa,F37.9,89289.23,R,2
22394811,Marta,Diaz,S08.8,66960.85,R,3
44626288,Marta,Gomez,I69.5,84130.25,R,7
54251202,Martin,Mendez,C12.3,16620.13,A,3
26153001,Matias,Diaz,S02.5,97769.24,R,4
54091813,Julieta,Rojas,S87.7,71864.38,R,3
12096504,Diego,Alvarez,S06.1,25986.28,R,3
14546349,Marta,Gimenez,C12.5,81458.51,R,1
21817984,Maria,Gomez,A05.8,77440.6,R,1
12773315,Valentina,Acosta,J02.6,89785.09,R,6
36518963,Marta,Mendez,I61.0,94726.71,R,12
27346689,Valentina,Torres,M79.9,91318.11,R,12
42132246,Camila,Lopez,F37.2,44496.39,A,7
11288322,Julieta,Silva,C19.7,22505.93,A,11
24396310,Florencia,Alvarez,B81.2,62726.01,A,4
19921157,Nicolas,Lopez,M79.1,72142.56,A,3
54869633,Camila,Rodriguez,I14.2,36286.02,R,12
27388314,Maria,Torres,E11.3,95132.59,R,2
29351163,Laura,Rojas,M15.6,31756.82,A,2
33905025,Diego,Rojas,A06.0,68704.16,R,2
13999387,Valeria,Ruiz,C43.4,56959.97,A,3
31640853,Sofia,Fernandez,B19.7,88760.94,R,13
18357037,Ana,Silva,I66.6,76959.73,A,2
16667668,Jorge,Silva,S07.0,15356.67,A,7
43407085,Marta,Perez,J05.1,65787.73,R,2
26218804,Carlos,Acosta,F36.1,79722.64,R,3
16930712,Luis,Torres,J05.3,65813.4,A,13
16358719,Nicolas,Gomez,I60.0,94185.58,R,3
18839319,Sofia,Silva,S11.0,13657.36,A,1
28629514,Camila,Silva,J46.2,11565.71,R,2
42274238,Lucas,Romero,C16.0,26379.56,R,3
17675771,Luis,Gonzalez,F42.5,27769.37,R,2
10495814,Pedro,Rodriguez,C17.1,24332.44,A,1
42317326,Nicolas,Garcia,J18.5,39441.06,A,2
21586692,Luis,Martinez,A06.0,20588.08,A,3
18002262,Carlos,Suarez,J18.2,69797.36,R,1
20130258,Lucia,Garcia,B16.6,84890.02,R,1
34154663,Jorge,Gimenez,B17.4,89650.2,R,3
46340132,Lucia,Martinez,A28.8,17432.98,R,3
19932253,Lucas,Martinez,J43.1,56710.84,R,7
34117677,Marta,Perez,A06.6,41258.18,A,13
36266439,Valentina,Lopez,S18.7,43833.06,A,5
24167959,Sofia,Romero,B19.0,54390.52,A,8
10104596,Lucia,Silva,B24.1,66656.89,A,1
29073428,Lucas,Martinez,F39.3,69384.1,A,8
40633867,Jose,Ruiz,A20.5,56558.5,A,2
35737306,Matias,Lopez,A04.8,70001.47,R,12
18274811,Carlos,Romero,B80.4,50850.39,A,11
20140949,Lucia,Suarez,C30.8,66401.8,R,8
18656641,Camila,Rojas,A49.0,94667.62,R,7
49936028,Matias,Garcia,C38.6,36554.32,A,2
41510099,Martin,Rojas,C43.1,41468.3,R,12
52500428,Lucas,Perez,C24.1,17272.09,A,3
38912946,Maria,Rodriguez,F48.6,81523.64,A,1
46796238,Camila,Rojas,B22.9,65197.46,R,8
36912947,Carlos,Suarez,F37.2,57840.71,A,1
52895974,Valentina,Ruiz,J09.0,73934.91,A,12
37776621,Sofia,Rojas,B21.2,37222.2,R,8
47473362,Sofia,Diaz,E66.8,98912.26,R,5
39956458,Ana,Ruiz,F30.5,75732.21,A,6
21899015,Matias,Lopez,C23.1,16299.0,R,3
39845560,Laura,Sosa,C12.6,92267.74,R,1
50773352,Lucia,Alvarez,M79.0,48019.08,R,1
21275205,Matias,Martinez,M15.6,65390.38,A,6
47996988,Ana,Perez,E78.2,18694.53,R,3
31238078,Matias,Suarez,B24.2,55667.94,A,6
22375142,Ana,Perez,M54.1,67983.32,A,10
16219490,Lucas,Rojas,C43.2,24998.35,A,7
19247674,Diego,Martinez,B22.1,45615.03,A,2
24022424,Lucia,Mendez,I20.2,52601.44,A,4
11620419,Diego,Silva,S29.2,83811.69,R,3
13862388,Marta,Martinez,S01.5,35932.01,A,3
43624469,Maria,Mendez,J10.7,35702.12,A,2
19585252,Laura,Gomez,E65.3,72547.3,A,3
21358981,Ana,Ruiz,M18.4,20277.47,R,3
26708311,Juan,Romero,S05.4,81826.67,A,11
44816723,Matias,Sosa,I11.6,30435.12,R,2
20437574,Juan,Rojas,I64.2,42836.69,A,8
48739693,Florencia,Alvarez,I61.2,64510.78,R,6
13880796,Valentina,Garcia,A42.2,43748.58,R,1
17650333,Camila,Rojas,B16.5,29567.3,A,10
33763658,Valentina,Martinez,A38.6,97068.29,A,3
14203517,Marta,Diaz,F40.6,49627.66,R,9
35076361,Carlos,Diaz,A27.3,48708.01,R,13
18887465,Lucas,Alvarez,F41.2,58991.66,A,10
33833690,Carlos,Rojas,E12.8,17486.95,A,2
18866867,Marta,Silva,M54.6,63568.13,A,5
17571739,Laura,Rojas,E65.8,94163.64,A,8
20377611,Pedro,Sosa,M18.9,97075.57,A,1
51673714,Matias,Fernandez,F34.3,28457.91,A,3
15042207,Juan,Torres,I15.0,66252.03,R,10
47182484,Julieta,Lopez,F41.6,26206.34,R,1
44956336,Juan,Silva,I23.7,83414.08,A,9
16986022,Laura,Rojas,M53.7,91774.21,R,4
36529126,Martin,Romero,J42.4,52709.16,A,1
22925763,Juan,Romero,J05.6,51511.94,A,7
16238680,Julieta,Torres,E65.1,63986.47,A,3
26806912,Diego,Silva,B15.8,72975.03,A,3
36652748,Camila,Torres,B20.4,61469.25,A,12
22421740,Luis,Acosta,J04.4,49559.34,R,3
42729931,Matias,Gomez,J41.3,88493.8,R,9
41724919,Lucas,Perez,A28.5,77981.06,R,2
19331774,Jorge,Gonzalez,I25.1,17849.19,R,1
39339230,Ana,Diaz,S02.9,35930.21,R,1
46599312,Jose,Rojas,M79.2,16141.18,R,12
25876884,Matias,Suarez,F38.7,83504.91,R,2
54822622,Laura,Martinez,F45.8,58334.04,A,5
41534590,Matias,Mendez,M53.7,59797.85,A,1
18937585,Martin,Acosta,M53.6,16520.73,A,2
21043493,Martin,Perez,M53.4,18059.3,R,13
23826051,Jose,Lopez,I24.8,58369.38,R,2
14858448,Julieta,Torres,J41.5,99654.85,A,9
22413643,Matias,Sosa,I13.9,65454.7,R,10
12366142,Martin,Diaz,M18.0,39137.03,R,1
52862325,Valeria,Silva,M52.9,19092.07,R,2
42936108,Marta,Perez,M16.1,22690.49,R,4
11504466,Sofia,Fernandez,J16.0,19321.09,R,1
40225886,Marta,Diaz,A39.1,83956.45,A,3
18101132,Diego,Garcia,E78.9,72840.8,R,3
36563929,Lucia,Sosa,F35.5,61061.14,R,2
44630642,Lucia,Silva,F32.8,67906.52,R,9
44345215,Marta,Romero,A35.7,52632.03,A,2
19231566,Marta,Gimenez,M16.4,83158.98,A,1
18597899,Maria,Rojas,A08.6,29009.22,A,5
23429214,Luis,Suarez,C21.7,23800.97,R,8
40485623,Pedro,Perez,I65.8,36619.08,R,5
25908404,Jose,Romero,J09.0,48917.14,R,3
29710243,Maria,Diaz,M79.4,73700.74,R,3
40276623,Laura,Acosta,M79.0,98230.53,A,4
14693169,Jose,Mendez,J10.5,83651.2,A,11
24394860,Jose,Sosa,E67.1,25850.37,A,1
44180074,Ana,Suarez,J03.9,71083.66,A,3
48304047,Juan,Suarez,I12.9,86941.77,R,11
46995322,Ana,Gonzalez,J04.3,50379.83,R,2
53588663,Lucia,Acosta,F47.6,40154.45,A,3
19172713,Matias,Mendez,M79.2,14388.63,A,3
32150257,Ana,Garcia,B16.8,79175.53,R,1
36287539,Valentina,Torres,F41.6,50705.47,R,2
34330145,Ana,Suarez,C43.6,13302.08,R,12
42559788,Carlos,Sosa,J04.8,16223.41,A,1
54008135,Sofia,Perez,C50.5,75805.44,R,1
33040791,Matias,Gonzalez,E14.9,22810.55,A,2
19913099,Valentina,Ruiz,M53.2,97012.33,A,8
24872743,Sofia,Mendez,M17.5,73693.84,A,2
31883049,Valentina,Silva,I21.5,58746.58,A,7
22259649,Laura,Gonzalez,B19.1,11697.26,R,11
37853675,Maria,Gomez,B81.9,15763.9,A,12
34908472,Valeria,Fernandez,I23.2,18141.16,R,5
10514813,Valeria,Rojas,F40.5,73351.07,R,10
24193441,Juan,Perez,M51.3,45320.54,R,11
24233113,Juan,Perez,I60.7,99099.02,A,9
28006953,Lucia,Sosa,S04.5,96402.36,R,8
32453161,Nicolas,Mendez,A06.5,11890.99,A,2
19789118,Nicolas,Sosa,J17.6,36439.6,R,3
42173060,Pedro,Alvarez,E68.1,44683.14,A,1
24574989,Nicolas,Perez,M15.4,31117.92,A,2
36739656,Lucia,Gonzalez,B83.8,77306.11,R,2
29251370,Luis,Alvarez,B19.8,27651.46,R,6
10959619,Laura,Gomez,J41.2,88121.26,A,3
26134318,Luis,Gimenez,A08.0,26295.18,R,3
20197355,Marta,Rojas,B20.6,64518.97,A,2
34002022,Lucas,Perez,E12.6,13813.43,R,2
15903083,Valeria,Rodriguez,E65.1,23504.47,R,2
54823786,Lucas,Gonzalez,J46.3,92402.36,A,1
53973045,Valeria,Torres,M17.1,99595.64,A,2
10550174,Marta,Lopez,E13.3,52665.37,A,2
46456721,Jose,Rojas,I20.7,74985.41,A,3
46277571,Maria,Diaz,A40.3,49365.5,A,2
16461712,Jorge,Diaz,I23.3,23310.56,R,3
39576159,Juan,Diaz,B22.7,84150.03,R,1
15243714,Florencia,Torres,S06.7,15831.94,A,3
49190633,Carlos,Silva,S88.2,15263.62,R,1
30680820,Martin,Perez,A24.9,41617.6,R,3
19870432,Diego,Diaz,S02.9,37652.13,A,13
34289876,Jorge,Gimenez,E11.4,56864.09,R,5
17642307,Valeria,Silva,A01.4,21258.1,R,12
23856569,Jorge,Perez,E78.0,82570.73,R,12
48889086,Camila,Ruiz,B18.6,68873.7,A,2
16106101,Ana,Rojas,J42.2,38632.47,R,2
52009424,Jose,Alvarez,C50.8,81888.08,R,11
28369593,Sofia,Diaz,E11.2,17830.74,A,1
16914729,Julieta,Rodriguez,E14.8,38382.78,A,3
33863125,Martin,Lopez,F41.6,23199.89,R,2
46081877,Matias,Rodriguez,A28.3,28646.76,A,1
15096638,Laura,Diaz,J12.8,74447.85,A,3
53440474,Martin,Rodriguez,C39.0,84947.3,R,1
21940956,Martin,Acosta,A00.1,27050.26,A,2
26561381,Diego,Romero,J14.6,36416.55,A,3
35960391,Marta,Garcia,B21.6,79240.75,R,2
36533468,Martin,Torres,E11.2,69834.67,A,2
49735971,Sofia,Fernandez,C15.5,65314.37,R,12
16571051,Sofia,Lopez,E78.8,41979.97,R,3
17655879,Lucas,Alvarez,F42.4,68760.67,A,7
19560052,Carlos,Gonzalez,M51.0,53114.63,A,1
23270231,Laura,Rodriguez,I25.6,22607.21,R,7
50551676,Florencia,Rodriguez,S88.0,30527.84,R,8
29518093,Lucia,Sosa,J43.1,95749.27,A,4
21101603,Luis,Ruiz,I13.1,41390.65,A,2
13037085,Martin,Sosa,S04.0,50304.85,R,3
29519656,Juan,Mendez,A06.8,43170.15,A,3
53559063,Julieta,Suarez,S88.1,48868.34,R,5
40728972,Florencia,Garcia,C03.4,82088.53,R,2
18315699,Florencia,Sosa,M53.7,19639.8,R,10
22037090,Matias,Perez,C43.9,30835.34,R,2
17159735,Florencia,Suarez,S10.7,81550.44,R,8
23074767,Florencia,Suarez,M16.1,68586.8,A,12
25624683,Carlos,Gonzalez,I15.3,87688.68,A,3
51989192,Lucia,Rodriguez,M53.7,36867.67,R,3
43137708,Ana,Alvarez,E67.6,66212.89,A,10
25131201,Carlos,Sosa,M15.4,87700.87,A,10
20515329,Laura,Rodriguez,C32.3,34778.31,A,11
29695322,Juan,Ruiz,B82.9,74047.48,R,1
17806595,Julieta,Gomez,F40.9,56554.35,A,3
47177950,Maria,Diaz,E11.3,95116.46,R,10
32436106,Matias,Rojas,J15.8,79394.92,R,10
31275679,Lucas,Suarez,E78.1,56187.16,A,3
37050985,Pedro,Gomez,I67.0,83030.63,A,2
28640231,Lucas,Rodriguez,E14.6,90451.97,R,6
26420210,Lucia,Torres,A05.5,57290.22,A,1
47053053,Nicolas,Gonzalez,J12.7,55511.15,R,3
41852093,Laura,Ruiz,J17.1,11402.61,A,1
38306418,Maria,Ruiz,M79.3,55564.28,A,2
25707121,Valeria,Torres,F33.9,22930.38,A,3
34117414,Valeria,Gonzalez,M50.3,60060.29,R,9
15910924,Carlos,Gomez,E65.0,38353.16,R,2
49187368,Maria,Sosa,A30.8,53463.82,R,3
18641651,Luis,Gimenez,B16.3,33249.66,R,3
11682280,Ana,Martinez,E68.6,15390.67,A,3
28590683,Juan,Garcia,F47.0,35373.98,A,12
30672434,Jose,Diaz,M19.8,19583.3,R,11
11508552,Juan,Alvarez,A35.9,36608.58,A,1
12591647,Lucas,Alvarez,F47.4,44080.57,A,1
46125654,Laura,Ruiz,F38.5,80148.83,A,2
36148859,Camila,Gonzalez,E78.0,88858.88,R,1
49164225,Luis,Ruiz,E78.2,50029.52,A,1
43516382,Marta,Gimenez,C50.7,67191.8,R,4
25462209,Luis,Martinez,B17.5,53678.38,A,2
37394629,Florencia,Alvarez,C05.5,86821.72,R,1
13725510,Florencia,Sosa,S57.2,54307.4,A,2
14424927,Valentina,Sosa,M17.4,91369.9,A,9
50683275,Valeria,Ruiz,E68.7,91726.47,R,2
40956305,Martin,Garcia,E65.3,42348.82,A,9
28269611,Maria,Silva,F39.5,40961.01,R,3
53318779,Marta,Ruiz,B15.3,36065.0,A,12
11187527,Martin,Rojas,M53.4,66752.12,A,2
21505099,Jorge,Rodriguez,I15.9,46545.51,A,13
25271363,Pedro,Torres,E78.8,62580.4,A,2
45750567,Florencia,Acosta,C24.3,58532.2,A,13
51365689,Valentina,Rojas,B20.2,30258.62,R,10
50522178,Marta,Suarez,E78.3,88544.34,A,2
14942737,Valentina,Fernandez,A03.2,78432.57,R,2
47582632,Matias,Fernandez,I21.2,29637.19,A,9
49366575,Lucas,Martinez,F35.0,29690.92,R,9
25173044,Florencia,Rojas,I23.3,71040.68,R,2
14822333,Valentina,Lopez,C43.6,81143.9,R,1
25802765,Jorge,Ruiz,I65.6,68794.56,R,7
22373831,Jose,Romero,J16.5,57844.29,A,6
25572616,Marta,Lopez,C44.5,33353.81,A,3
10849772,Nicolas,Romero,S03.2,40407.74,R,1
39403870,Nicolas,Diaz,S04.4,64936.09,R,2
30595486,Laura,Suarez,C26.1,93306.82,A,1
29070331,Martin,Mendez,S24.3,99595.09,A,1
26237250,Valentina,Gonzalez,M17.0,62017.45,A,1
48929477,Pedro,Gimenez,B16.6,70449.79,R,1
21767512,Carlos,Romero,S80.2,48124.58,R,3
14473120,Luis,Martinez,I65.2,59177.88,R,8
28333707,Nicolas,Romero,F37.1,24095.9,R,1
41861184,Diego,Fernandez,F48.2,45368.94,A,3
21069905,Valentina,Torres,M79.7,79825.54,R,8
17366689,Maria,Martinez,A23.0,89315.7,R,1
45571534,Jorge,Lopez,B82.1,78723.39,A,2
34098379,Sofia,Acosta,M79.9,57407.13,R,2
34341548,Maria,Rojas,I25.9,36161.73,R,1
34678548,Nicolas,Martinez,B81.6,44584.76,A,2
10725934,Laura,Sosa,J03.4,58892.18,R,1
19368718,Martin,Rojas,A25.5,98382.67,R,2
23297063,Florencia,Romero,I12.1,25797.88,R,3
11183342,Jose,Romero,S58.6,29343.97,A,13
26952110,Juan,Suarez,F39.9,64907.09,R,3
30012737,Juan,Martinez,B20.6,68103.3,R,12
53444783,Juan,Lopez,E78.8,58033.02,R,12
30140016,Ana,Diaz,S02.4,41845.89,A,2
54252875,Valeria,Gimenez,C14.6,68460.17,R,3
39387556,Matias,Lopez,C44.7,17635.31,R,3
52880257,Carlos,Silva,M79.7,40609.97,A,1
25886093,Nicolas,Torres,S21.7,57592.08,A,7
10195323,Martin,Silva,J18.0,37857.82,R,3
26667077,Valeria,Diaz,F38.2,20475.38,R,1
37844172,Camila,Perez,E78.4,33189.72,R,10
50708793,Florencia,Lopez,M52.1,37346.65,A,9
51935237,Julieta,Rodriguez,E67.0,27761.13,A,1
51096824,Florencia,Lopez,E78.2,58189.36,A,2
49033502,Nicolas,Alvarez,I61.7,12925.6,R,1
35886076,Ana,Rodriguez,B18.3,38053.59,R,13
24288869,Valentina,Silva,I62.0,43281.32,A,2
29357471,Martin,Rojas,A24.9,28115.93,A,3
42641888,Laura,Gonzalez,J14.5,49865.68,R,2
34222676,Jorge,Gonzalez,M51.3,28156.88,R,13
33725291,Jorge,Rojas,E78.7,58095.0,R,3
23645361,Jose,Perez,I12.5,34964.81,A,10
45707936,Luis,Acosta,J43.9,11548.25,A,2
37365861,Julieta,Gonzalez,E78.8,34677.75,R,8
33980468,Pedro,Fernandez,B21.4,27923.56,R,3
34158082,Lucia,Rodriguez,F44.9,40250.23,A,9
12827996,Julieta,Sosa,I15.1,14048.0,A,8
26178590,Jorge,Acosta,I14.4,16907.34,R,1
16564701,Luis,Romero,B21.1,45919.36,A,12
15295801,Laura,Romero,E78.8,98075.79,A,2
42482371,Valentina,Ruiz,E67.7,27640.44,A,9
21260275,Julieta,Rojas,M51.7,39797.4,A,8
18314897,Laura,Martinez,B15.6,53274.56,A,1
52968812,Sofia,Rodriguez,S05.0,40570.23,A,1
33236237,Marta,Silva,E78.2,40544.47,A,3
39272371,Valeria,Gimenez,E78.7,57662.27,A,2
41733073,Martin,Martinez,C26.5,22693.54,A,3
23353518,Marta,Acosta,M51.7,52366.64,A,5
18659074,Jorge,Martinez,M19.9,61104.09,R,1
26840321,Matias,Acosta,B81.4,10218.7,A,5
25099822,Pedro,Ruiz,C50.2,46737.59,R,1
49290266,Matias,Perez,B22.4,32107.5,R,6
45586363,Luis,Martinez,J01.2,48462.32,R,7
45231049,Lucia,Mendez,F44.7,85064.87,R,3
53545335,Nicolas,Lopez,I23.3,92221.98,R,3
15441947,Nicolas,Gimenez,B83.2,72057.94,R,6
18733770,Diego,Gonzalez,A43.1,73498.07,R,12
25470756,Julieta,Silva,M79.9,83759.27,A,2
29769292,Jorge,Suarez,E78.8,57267.62,A,2
54272665,Carlos,Gimenez,M79.4,70329.63,R,3
42037444,Nicolas,Silva,E66.8,66055.37,R,2
44250162,Pedro,Garcia,E78.9,53589.1,A,12
54907676,Julieta,Mendez,F47.1,12083.48,A,2
16263695,Diego,Silva,M18.2,91310.14,R,5
43354524,Camila,Romero,J18.4,85486.76,A,4
21642477,Ana,Lopez,I22.8,36976.82,R,5
24984148,Luis,Suarez,A06.8,50915.53,R,2
46368690,Juan,Silva,S03.2,12132.49,A,7
18133755,Valentina,Torres,A23.8,10329.15,R,9
39259327,Luis,Romero,C43.9,34865.88,R,7
53198822,Ana,Sosa,B19.1,89163.09,R,6
32066588,Pedro,Torres,M53.5,20365.07,R,10
12312090,Nicolas,Suarez,F35.6,16780.92,A,3
40095003,Juan,Gimenez,J14.5,21587.74,R,1
44615649,Sofia,Mendez,I63.9,69804.33,R,3
42897527,Jose,Garcia,B81.2,67807.79,A,6
18116917,Lucas,Alvarez,M79.1,32894.63,R,1
19129888,Pedro,Diaz,S81.6,63327.07,A,1
26829873,Valentina,Fernandez,J13.8,69641.78,R,8
21397712,Lucas,Gonzalez,I66.8,33612.72,A,1
41422950,Maria,Ruiz,A25.8,86377.27,A,5
21408220,Julieta,Gimenez,S05.5,27231.03,A,5
53331263,Sofia,Diaz,E11.6,43645.12,A,1
22863174,Valentina,Romero,M79.0,39672.34,R,3
50210986,Jose,Gimenez,A47.9,59375.43,A,1
